report_id	vehicle_id	status	date_submit	model_year	date_built	model_version	model_package	city	state	country	postal_code	user_alias	date_acquired	unit_distance	odo_acquired_raw	odometer_raw	odometer_miles	range_mode_ideal_range_raw	range_mode_ideal_range_miles	standard_mode_ideal_range_raw	standard_mode_ideal_range_miles	cac	batt_swapped	batt_swap_count	sheet_swap_count	date_batt_swap	odo_batt_swap	pem_swapped	pem_swap_count	date_pem_swap	odo_pem_swap	motor_swapped	motor_swap_count	date_motor_swap	odo_motor_swap	voltage_charge	current_charge	range_charge_frequency	range_charge_frequency_text	standard_charge_frequency	standard_charge_frequency_text	use_type	use_type_text	drive_frequency	drive_frequency_text	lbw_frequency	lbw_frequency_text	batt_hot_frequency	batt_hot_frequency_text	pem_hot_frequency	pem_hot_frequency_text	motor_hot_frequency	motor_hot_frequency_text	tow_count	trip_distance	highway_pct	highway_speed	ownership	ownership_text	purchase	purchase_text	date_disposed	comments
304	152		07/11/2014 09:21	2010	10/26/2010	2.5	Roadster	Beaver Dam	WI	United States	53916	thefortunes	08/31/2013	mi	12499	35865	35865	237	237	185	185	153.75	NO					NO				NO				240	32	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	115	95	70	1	Own	2	Used		
305	69		07/12/2014 11:54	2010	07/22/2010	2.5	Roadster	Hueckelhoven		Germany		Talkredius	08/30/2010	km	250	200875	124844.623990055935	300	186.4512119328775637	235	146.0534493474207582	122.8	NO					YES	1	05/31/2013	155257	NO				230	16	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	12	Less than once per year	12	Less than once per year	0	180	60	90	1	Own	1	New		swwmo is driving it now, I have only limited visitation rights :-)
306	112		07/14/2014 14:43	2008	10/06/2008	1.5	Roadster	Sunnyvale	CA	United States	94087	slcasner	10/31/2008	mi	25	32746	32746	228	228	179	179	149.15	NO					NO				NO				238	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		
307	155		07/23/2014 04:24	2011	10/17/2011	2.5	Roadster Sport	Son		Netherlands			11/01/2011	km	0	52987	32931.634555624612			290	180.2361715351149782	152	NO					NO				NO				240	32	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	10	A few times per year	8	Never	0	150	80	120	1	Own	1	New		
308	156		08/04/2014 03:55	2010	06/27/2009	2.0	Roadster	Phoenix	AZ	United States	85044	electriclove	06/01/2014	mi	24000	24300	24300	230	230	180	180	151.38	NO					NO				NO				240	50	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	6	A few times per month	6	A few times per month	0	30	75	65	1	Own	2	Used		Just got this Roadster, was salvaged so history is unknown but the current status is accurate and it looks good!  Battery balancing shows all 0's, CAC 151.38!
309	105		09/08/2014 12:20	2010	05/25/2010	2.0	Roadster Sport	Bradford on Avon		United Kingdom		Kevin Sharpe	07/05/2010	mi	150	55519	55519	199	199	159	159	129.41	YES	1	1	12/04/2011	21190	NO				YES	1	12/10/2013	50243	230	10	6	A few times per month	2	Daily	3	Occasional	5	Weekly	12	Less than once per year	8	Never	8	Never	10	A few times per year	0	200	50	70	1	Own	1	New		
310	152		09/08/2014 13:50	2010	10/26/2010	2.5	Roadster	Beaver Dam	WI	United States	53916	thefortunes	08/31/2013	mi	12499	39570	39570	237	237	185	185	154.84	NO					NO				NO				240	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	115	95	70	1	Own	2	Used		
311	157		09/08/2014 13:57	2011	08/18/2010	2.5	Roadster Sport	Poole		United Kingdom		Mark77a	05/07/2014	mi	9600	13000	13000	236	236	186	186	153.48	NO					NO				NO				240	16	10	A few times per year	4	A few times per week	6	Other (explain in comments)	4	A few times per week	11	About once per year	8	Never	8	Never	8	Never	0	180	70	65	1	Own	2	Used		Work from home so no commute. Use: 4-5 times a week, often on Motorways 1-200 mile trips, plus local trips. Also on OVMS so hope this data can be merged.
312	14		09/09/2014 11:12	2010	11/29/2010	2.5	Roadster	Thetford	VT	United States	05075		06/24/2011	mi	110	30540	30540	230	230	179	179	150.17	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	11	About once per year	12	Less than once per year	0	46	40	68	1	Own	1	New		
313	99		09/18/2014 04:31	2011	10/22/2010	2.5	Roadster	M&uuml;nnerstadt		Germany		Eberhard	11/18/2010	km	0	160025	99456.183965195774	335	208.2038533250466128	260	161.5910503418272219	136.7	NO					NO				NO				230	13	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	130	70	88	1	Own	1	New		Just crossed the 160.000km or 100.000 miles. It took a while because my Model S I did 93.000km within one year
314	99		09/18/2014 04:46	2011	10/22/2010	2.5	Roadster	M�nnerstadt		Germany		Eberhard	11/18/2010	km	0	160025	99456.183965195774	335	208.2038533250466128	260	161.5910503418272219	136.7	NO					NO				NO				230	13	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	130	70	88	1	Own	1	New		Just crossed the 160.000km or 100.000 miles. It took a while because my Model S I did 90.000km within one year
315	99		09/19/2014 14:19	2011	10/22/2010	2.5	Roadster	Muennerstadt		Germany		Eberhard	11/18/2010	km	0	160240	99589.807333747669	335	208.2038533250466128	260	161.5910503418272219	136.58	NO					NO				NO				230	13	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	130	70	88	1	Own	1	New		Just crossed the 160.000km or 100.000 miles. It took a while because my Model S I did 90.000km within one year
316	17		09/25/2014 21:16	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	28000	28000	220	220	171	171	141	NO					NO	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
317	158		09/27/2014 12:12	2010	08/03/2009	2.0	Roadster Sport	San Jose	CA	United States	95127	kalkocz	05/23/2014	mi	6721	11247	11247			178	178	149.88	NO					NO				NO				208	30	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	33	90	80	1	Own	2	Used		
318	158		09/27/2014 23:48	2010	08/03/2009	2.0	Roadster Sport	San Jose	CA	United States	95127	kalkocz	05/23/2014	mi	6721	11247	11247	232	232	178	178	149.88	NO					NO				NO				208	30	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	33	90	80	1	Own	2	Used		
319	133		09/28/2014 10:05	2011	07/28/2011	2.5	Roadster Sport	Bowling Green	OH	United States	43402		08/24/2011	mi	69	18671	18671			185	185	156.48	NO					NO				NO				240	30	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	10	A few times per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	70	50	70	1	Own	1	New		
320	2		10/20/2014 18:01	2010	09/23/2009	2.0	Roadster	Issaquah	WA	United States	98029	ChadS	10/02/2009	mi	0	43500	43500			170	170	156	YES	1	1	04/20/2014	43000	YES	1	06/10/2011	20000	NO				240	40	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	4	A few times per week	11	About once per year	8	Never	8	Never	8	Never	0	8	50	65	1	Own	1	New		
321	153		10/21/2014 16:26	2011	09/22/2011	2.5	Roadster Sport	Saratoga	CA	United States	95070	andybm3	03/19/2014	mi	360	3716	3716			187	187	158.06	NO					NO				NO				220	40	11	About once per year	5	Weekly	3	Occasional	5	Weekly	8	Never	8	Never	8	Never	8	Never	0	40	50	70	1	Own	2	Used		
322	132		10/23/2014 15:55	2008	11/05/2008	1.5	Roadster	Rockville	MD	United States	20851	Curt	06/05/2013	mi	19200	30861	30861	233	233	183	183	146.86	NO					NO				NO				240	40	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	12	Less than once per year	8	Never	0	21	30	55	1	Own	2	Used		
323	159		11/03/2014 18:44	2010	11/10/2009	2.0	Roadster Sport	Boulder	CO	United States	80303	pbostley	12/01/2009	mi	3	18045	18045					150.83	NO					YES	1	10/30/2014	18036	NO				240	32	12	Less than once per year	5	Weekly	2	Daily driver, except in winter	3	Most days of the week	10	A few times per year	8	Never	10	A few times per year	8	Never	0	16	0	85	1	Own	1	New		
324	160		11/06/2014 21:07	2010	12/07/2010	2.5	Roadster	Montreal	QC	Canada		RoadRunner2013	12/01/2013	km	13894	19943	12394.6550652579241765			279	173.3996270975761342	144.59	NO					NO				NO				110	15	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	35	20	100	1	Own	2	Used		Just after buying it used, in  the January 2014 log files, CAC was 156.99!  It was in storage until April 2014 and CAC didn't really change during that period.    Since I've started driving it in April, the CAC has gone down more than 10 points to 144.59 in just about 6 months of driving about 6000 km.    Only 2 range charges during that period but until september, it was 110V charging only except when going on road trips and charging outside of home.
325	161		11/19/2014 17:05	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany			09/01/2014	km	15500	19218	11944.0646364201367309					159.91	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		Bought the Roadster used for my wife about 1 year after I got my Model S Signature. The data given is that of my wife's driving patterns.
326	39		11/19/2014 20:42	2008	03/11/2009	1.5	Roadster	Yorba Linda	CA	United States	92886	Gary1M	07/02/2011	mi	4500	40072	40072	227	227	182	182	149.27	NO					NO				NO				240	40	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	75	90	65	1	Own	2	Used		
327	161		11/20/2014 05:48	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany			09/01/2014	km	15500	19218	11944.0646364201367309			307	190.8017402113113735	159.91	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		Bought the Roadster used for my wife about 1 year after I got my Model S Signature. The data given is that of my wife's driving patterns.
328	161		11/20/2014 05:49	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany			09/01/2014	km	15500	19218	11944.0646364201367309			307	190.8017402113113735	159.91	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		Bought the Roadster used for my wife about 1 year after I got my Model S Signature. The data given is that of my wife's driving patterns.
329	161		11/20/2014 05:57	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	19218	11944.0646364201367309			307	190.8017402113113735	159.91	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		Bought the Roadster used for my wife about 1 year after I got my Model S Signature. The data given is that of my wife's driving patterns.
330	162		11/24/2014 15:10	2010	02/10/2010	2.5	Roadster	Cologne		Germany		Juanmax	01/09/2014	km	126000	128000	79552.517091361094	340	211.3113735239279055	269	167.1845866998135488	143	YES	1	2	01/01/2012	40000	YES	1	01/01/2012	40000	NO				220	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	12	Less than once per year	12	Less than once per year	8	Never	10	A few times per year	0	70	80	140	1	Own	2	Used		
331	156		12/12/2014 03:10	2010	06/27/2009	2.0	Roadster	Phoenix	AZ	United States	85044		06/01/2014	mi	24000	24950	24950			173	173	147.5	NO	1				NO				NO				240	70	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	30	75	70	1	Own	2	Used		
332	107		12/15/2014 18:33	2011	12/05/2011	2.5	Roadster	Holte		Denmark		Quasimodo	03/19/2012	km	200	78000	48477.315102548167			274	170.2921068986948415	147.19	NO					NO				NO				240	32	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	100	80	110	1	Own	1	New		
333	163		12/27/2014 15:14	2011	05/10/2011	2.5	Roadster	Louisville	CO	United States	80027	Bob L	06/07/2011	mi	25	21773	21773			180	180	158	NO					NO				NO				240	40	8	Never	5	Weekly	1	Daily driver, year-round	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	30	50	65	1	Own	1	New		
334	155		12/30/2014 03:00	2011	10/17/2011	2.5	Roadster Sport	Son		Netherlands			11/01/2011	km	0	64293	39958.359229334991	373	231.8210068365444375	286	177.7501553760099441	149.82	NO					NO				NO				240	32	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	10	A few times per year	8	Never	0	150	80	120	1	Own	1	New		
335	115		01/08/2015 00:57	2008	04/27/2009	1.5	Roadster	Los Gatos	CA	United States	95033	SteveHand	05/15/2009	mi	20	74282	74282	185	185	150	150	131.57	YES	1	3	07/15/2010	20000	NO				YES	1	08/01/2013	60000	243	24	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	12	Less than once per year	8	Never	0	52	90	70	1	Own	1	New		Thanks Tom.
336	115		01/08/2015 01:03	2008	04/27/2009	1.5	Roadster	Los Gatos	CA	United States	95033	SteveHand	05/15/2009	mi	20	74282	74282	200	200	150	150	131.57	YES	1	3	07/15/2010	20000	NO				YES	1	08/01/2013	60000	243	24	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	12	Less than once per year	8	Never	0	52	90	70	1	Own	1	New		Thanks Tom.
337	164		01/11/2015 12:16	2008	10/09/2008	1.5	Roadster	Long Beach	CA	United States	90803	AEdennis	09/01/2013	mi	2224	15048	15048	224	224	176	176	148.48	NO					YES	1	09/06/2013	2483	NO				240	40	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	60	98	65	1	Own	2	Used		
338	165		01/15/2015 19:14	2010	10/01/2010	2.5	Roadster	Fairfax	VA	United States	22031	sethr	05/02/2013	mi	1146	7622	7622			186	186	155.14	NO					YES	1	05/03/2014	3461	NO				240	24	8	Never	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	20	10	60	1	Own	2	Used		PEM was replaced during annual service because of &quot;loose connection found inside PEM&quot; - no problem ever noted while driving, found by Tesla service during inspection. Do not know service history of Roadster prior to purchase via Tesla C.P.O. program.
339	152		01/20/2015 10:23	2010	10/26/2010	2.5	Roadster	Beaver Dam	WI	United States	53916	thefortunes	08/31/2013	mi	12499	45700	45700			181	181	152.58	NO					NO				NO				240	32	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	115	95	70	1	Own	2	Used		
340	166		01/20/2015 14:47	2008	02/12/2009	1.5	Roadster	Westminster	CO	United States	80021	tvuolo	12/15/2014	mi	11700	12438	12438			186	186	149.61	NO					NO				NO				120	15	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	35	50	65	1	Own	2	Used		
341	100		01/20/2015 14:56	2010	08/24/2010	2.5	Roadster	Oakland	CA	United States	94611	jaanton	09/01/2010	mi	240	41320	41320	224	224	176	176	148.7	NO					NO				NO				245	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	11	About once per year	11	About once per year	12	Less than once per year	12	Less than once per year	0	18	75	68	1	Own	1	New		
342	144		02/16/2015 12:03	2011	01/01/2011	2.5	Roadster	Englewood	OH	United States		IBCS	09/01/2013	mi	20521	31094	31094	224	224	176	176	143.59	NO					NO				NO				240	56	9	Monthly	4	A few times per week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	70	70	1	Own	2	Used		
343	143		02/20/2015 01:52	2008	11/26/2008	1.5	Roadster	Minneapolis	MN	United States	55446	pokerbroker	08/08/2013	mi	17482	40000	40000	204	204	159	159	141.05	NO					NO				NO				240	30	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	40	75	65	1	Own	2	Used		
344	167		02/23/2015 08:47	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	29840	18545.680546923555	386	239.9005593536357986	306	190.1802361715351150	157.72	NO					NO				NO				230	13	5	Weekly	1	More than once per day	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	1	200	80	115	1	Own	2	Used		
345	168		02/24/2015 11:16	2011	01/01/2001	2.5	Roadster Sport	Amsterdam		Netherlands		pjhartog	05/01/2014	km	17000	22335	13881.292728402735					157.29	NO					NO				NO				230	32	10	A few times per year	3	Most days of the week	3	Occasional	4	A few times per week	12	Less than once per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	120	70	125	1	Own	2	Used		
346	166		02/24/2015 12:08	2008	02/12/2009	1.5	Roadster	Westminster	CO	United States	80021	tvuolo	12/15/2014	mi	11700	13062	13062			188	188	148.16	NO					NO				NO				240	44	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	35	50	65	1	Own	2	Used		
347	62		02/24/2015 13:18	2011	02/10/2011	2.5	Roadster	Anchorage	AK	United States	99501		05/31/2011	mi	20	23606	23606			186	186	158.41	NO					YES	2	06/15/2012	8000	NO				240	40	6	A few times per month	5	Weekly	2	Daily driver, except in winter	4	A few times per week	9	Monthly	8	Never	8	Never	8	Never	0	110	90	70	1	Own	1	New		
348	169		02/24/2015 23:44	2008	02/04/2009	1.5	Roadster	Seattle	WA	United States	98125	xytor	01/24/2015	mi	22000	24500	24500					147.57	NO					NO				NO				110	15	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	12	10	60	1	Own	2	Used		Love my Tesla Roadster!
349	51		02/27/2015 20:50	2010	10/21/2010	2.5	Roadster	Hamilton	TX	United States	76531	tonybelding	02/08/2015	mi	20079	20731	20731	216	216	167	167		NO					NO				NO				250	40	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	4	25	75	1	Own	2	Used		
350	71		03/10/2015 00:20	2010	03/07/2010	2.0	Roadster	Aromas	CA	United States	95004		03/08/2010	mi	2	26500	26500	219	219	170	170		YES	1	2	01/01/2013	21000	NO				NO				240	50	10	A few times per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	11	About once per year	12	Less than once per year	12	Less than once per year	8	Never	0	40	50	70	1	Own	1	New		
351	152		03/13/2015 09:31	2010	10/26/2010	2.5	Roadster	Beaver Dam	WI	United States	53916	thefortunes	08/31/2013	mi	12499	49327	49327			185	185	155.32	NO					NO				NO				240	32	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	110	95	70	1	Own	2	Used		
352	147		03/14/2015 18:25	2010	07/08/2010	2.5	Roadster Sport	Berkeley	CA	United States	94708	augkuo	12/12/2013	mi	31465	50000	50000	223	223	170	170	142.49	NO					NO				NO				240	30	6	A few times per month	2	Daily	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	130	90	70	1	Own	2	Used		
353	17		03/15/2015 09:29	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	30500	30500	217	217	168	168	138.02	NO					NO	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
354	170		04/06/2015 23:08	2010	01/01/2010	2.0	Roadster	Auburn	CA	United States	95602	gregd	12/28/2014	mi	28500	30500	30500	218	218	173	173	144	NO					NO				NO				208	30	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	50	90	67	1	Own	2	Used		Only owned the car for 3 months, so some of the &quot;never&quot; answers are really &quot;not yet&quot;.      Love the car, though I do find it &quot;needy&quot;.  It's never left me stranded, but a number of small things needed to be taken care of, some of which were an unintentional &quot;gift&quot; from the prior owner.  This is my first electric car, and I find that managing the battery charging is something one needs to inject in their daily routine, but that's an ok tradeoff.
355	161		05/09/2015 02:33	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	26379	16394.655065257924	384	238.6575512740832815	304	188.9372280919825979	158.58	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		
356	161		05/09/2015 02:43	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	26379	16394.655065257924	384	238.6575512740832815	304	188.9372280919825979	158.58	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		The value for range mode charge was taken 4 1/2 hours after end of charge.
357	170		05/10/2015 02:15	2010	01/01/2010	2.0	Roadster	Auburn	CA	United States	95602	gregd	12/28/2014	mi	28500	31451	31451			173	173	146.65	NO					YES	1	05/08/2015	31329	NO				208	30	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	50	90	67	1	Own	2	Used		Recent PEM replacement due to bad contact on a fan connector, resulting in low fan speed and intermittent &quot;Power Train Error, Service Required&quot; messages.  The PEM itself was otherwise fine, and never actually overheated.
358	168		05/10/2015 11:52	2011	01/01/2001	2.5	Roadster Sport	Amsterdam		Netherlands		pjhartog	05/01/2014	km	17000	24242	15066.500932256060			303	188.3157240522063393		NO					NO				NO				230	32	10	A few times per year	3	Most days of the week	3	Occasional	4	A few times per week	12	Less than once per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	120	70	125	1	Own	2	Used		
359	167		05/11/2015 06:13	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	44288	27525.170913610938	384	238.6575512740832815	294	182.7221876942200124	153.56	NO					NO				NO				230	32	9	Monthly	1	More than once per day	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	1	200	80	115	1	Own	2	Used		
360	144		05/11/2015 10:29	2011	01/01/2011	2.5	Roadster	Englewood	OH	United States		IBCS	09/01/2013	mi	20521	32404	32404			165	165	141.36	NO					NO				NO				240	56	9	Monthly	4	A few times per week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	70	75	1	Own	2	Used		
361	169		05/19/2015 16:41	2008	02/04/2009	1.5	Roadster	Seattle	WA	United States	98125	xytor	01/24/2015	mi	22000	26357	26357	218	218	185	185	148.07	NO					NO				NO				110	15	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	12	10	60	1	Own	2	Used		
362	169		05/23/2015 22:16	2008	02/04/2009	1.5	Roadster	Seattle	WA	United States	98125	xytor	01/24/2015	mi	22000	26357	26357	226	226	182	182	148.41	NO					NO				NO				110	15	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	12	10	60	1	Own	2	Used		
363	162		05/27/2015 08:39	2010	02/10/2010	2.5	Roadster	Cologne		Germany		Juanmax	01/09/2014	km	126000	133500	82970.789310130516			269	167.1845866998135488	142.41	YES	1	2	01/01/2012	40000	NO	1	01/01/2012	40000	NO				220	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	10	A few times per year	12	Less than once per year	8	Never	10	A few times per year	0	70	80	150	1	Own	2	Used		
364	171		05/31/2015 13:58	2010	04/23/2010	2.0	Roadster	Syracuse	NY	United States	13212	panicopticon	06/22/2014	mi	5469	10399	10399	229	229	179	179	150.74	NO					NO				NO				220	32	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	60	10	65	1	Own	2	Used		Battery pack, pem and motor replacement status is unknown, the previous owner opted not to release the service records ... which is lame.
365	17		07/09/2015 20:07	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	32500	32500	216	216	170	170	138	NO					NO	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
366	121		07/15/2015 19:15	2010	11/25/2010	2.5	Roadster	Reno	NV	United States	89511	dsm363	12/27/2010	mi	80	17444	17444			178	178	147.83	NO					NO				NO				120	15	11	About once per year	6	A few times per month	3	Occasional	6	A few times per month	8	Never	8	Never	8	Never	8	Never	0	40	50	65	1	Own	1	New		
367	164		07/20/2015 13:46	2008	10/09/2008	1.5	Roadster	Long Beach	CA	United States	90803	AEdennis	09/01/2013	mi	2220	16975	16975	224	224	179	179	148.15	NO					YES	1	09/03/2013	2483	NO				240	40	10	A few times per year	4	A few times per week	3	Occasional	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	0	60	95	65	1	Own	2	Used		
368	153		07/21/2015 18:06	2011	09/22/2011	2.5	Roadster Sport	Saratoga	CA	United States	95070	andybm3	03/19/2014	mi	360	6122	6122			187	187	157.74	NO					NO				NO				220	40	11	About once per year	4	A few times per week	3	Occasional	5	Weekly	8	Never	8	Never	8	Never	8	Never	0	40	50	70	1	Own	2	Used		
369	166		07/23/2015 13:45	2008	02/12/2009	1.5	Roadster	Westminster	CO	United States	80021	tvuolo	12/15/2014	mi	11700	18170	18170			179	179	146.34	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	4	A few times per week	8	Never	8	Never	8	Never	12	Less than once per year	0	68	80	65	1	Own	2	Used		
370	1		07/25/2015 19:18	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	46483	46483	227	227	178	178	147.8	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		Last weekend we drove from Ellensburg, WA to Coeur d'Alene on a single range mode charge, 60 mph, temps in the high 90's, A/C running on low the whole way. It was 201.5 miles with 8% and 18 ideal miles remaining, and cranky warnings from the car about how uncertain the energy estimate is at that low SOC.
371	89		08/19/2015 18:06	2011	03/10/2011	2.5	Roadster	Gardnerville	NV	United States	89460	NvBob	05/13/2011	mi	125	36857	36857			170	170	144.31	NO					YES	1	11/27/2012	15661	YES	1	05/17/2012	10008	240	24	12	Less than once per year	2	Daily	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	12	Less than once per year	8	Never	0	5	75	65	1	Own	1	New		
